2026-02-14 12:45:08 | INFO | 🟡 WAIT       | BAJFINANCE      | ₹   1024.75 | EMAs converging, no breakout yet
2026-02-14 12:45:37 | INFO | 🔴 EXIT       | GODREJIND       | ₹    966.10 | Below 40W EMA
2026-02-14 12:45:37 | INFO | 🟡 WAIT       | PRESTIGE        | ₹   1519.10 | EMAs converging, no breakout yet
2026-02-14 12:45:37 | INFO | 🟠 CAUTIOUS   | JSL             | ₹    764.20 | Below 20W EMA
2026-02-14 12:45:37 | INFO | 🟢 HOLD_ADD   | OIL             | ₹    455.25 | Above all weekly EMAs
2026-02-14 12:45:37 | INFO | 🟢 HOLD_ADD   | M&MFIN          | ₹    363.45 | Above all weekly EMAs
2026-02-14 12:45:38 | INFO | 🔴 EXIT       | COFORGE         | ₹   1361.80 | Below 40W EMA
2026-02-14 12:45:38 | INFO | 🔴 EXIT       | CRISIL          | ₹   4443.20 | Below 40W EMA
2026-02-14 12:45:38 | INFO | 🟢 HOLD_ADD   | NAM-INDIA       | ₹    912.40 | Above all weekly EMAs
2026-02-14 12:45:38 | INFO | 🔴 EXIT       | LTTS            | ₹   3509.30 | Below 40W EMA
2026-02-14 12:45:38 | INFO | 🟢 HOLD_ADD   | NATIONALUM      | ₹    349.30 | Above all weekly EMAs
2026-02-14 12:45:38 | INFO | 🟢 HOLD_ADD   | 3MINDIA         | ₹  35115.00 | Above all weekly EMAs
2026-02-14 12:45:38 | INFO | 🟡 WAIT       | ALKEM           | ₹   5402.50 | EMAs converging, no breakout yet
2026-02-14 12:45:38 | INFO | 🟣 FADING     | MUTHOOTFIN      | ₹   3586.10 | Below 10W EMA - momentum fading
2026-02-14 12:45:38 | INFO | ==================================================
2026-02-14 12:45:38 | INFO | SCAN COMPLETE
2026-02-14 12:45:38 | INFO | Total: 248 | Errors: 2
2026-02-14 12:45:38 | INFO | EXIT: 101
2026-02-14 12:45:38 | INFO | BULLISH: 7
2026-02-14 12:45:38 | INFO | WAIT: 58
2026-02-14 12:45:38 | INFO | CAUTIOUS: 9
2026-02-14 12:45:38 | INFO | FADING: 11
2026-02-14 12:45:38 | INFO | HOLD_ADD: 62
